id;Año de puesta en operación;Código SIC;Nombre del recurso;Capacidad efectiva neta [mW];Factor de conversión;¿Es menor?;Tipo de despacho;Combustible po defecto;Fecha de operación;Agente representante;Estado del recurso;Tipo de generación;Clasificación;Fecha;Municipio;cod_mpio;Departamento;x;y
1;2007;ABJ1;LA CASCADA ( ABEJORRAL);3.00;0.00;SI;ND;AGUA;16/9/2007;EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;ABEJORRAL;05002;ANTIOQUIA;4730066.882;2199881.798
2;2001;PRC2;PORCE II;405.00;2.14;NO;DC;AGUA;7/4/2001;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;AMALFI;05031;ANTIOQUIA;4781198.163;2329479.547
3;2007;AMF1;AMALFI;0.81;0.00;SI;ND;AGUA;4/8/2007;HZ ENERGY S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;GEN. DISTRIBUIDA;12/2/2026;AMALFI;05031;ANTIOQUIA;4781198.163;2329479.547
4;2017;2TUV;LUZMA II;19.60;3.64;SI;ND;AGUA;6/10/2017;ISAGEN S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;AMALFI;05031;ANTIOQUIA;4781198.163;2329479.547
5;2017;2TUT;LUZMA I;19.60;3.66;SI;ND;AGUA;6/10/2017;ISAGEN S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;AMALFI;05031;ANTIOQUIA;4781198.163;2329479.547
6;2010;SRA1;SANTA RITA;1.30;0.68;SI;ND;AGUA;17/8/2010;EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;ANDES;05034;ANTIOQUIA;4674287.151;2178165.178
7;2011;PRC3;PORCE III;700.00;3.06;NO;DC;AGUA;8/2/2011;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;ANORÍ;05040;ANTIOQUIA;4767250.156;2353360.607
8;2016;2S8U;PORCE III MENOR;1.80;0.89;SI;ND;AGUA;24/4/2016;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;ANORÍ;05040;ANTIOQUIA;4767250.156;2353360.607
9;2015;PRV1;PROVIDENCIA;4.90;0.10;SI;ND;AGUA;29/9/2015;HZ ENERGY S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;ANORÍ;05040;ANTIOQUIA;4767250.156;2353360.607
10;2020;3ADA;AUTOG PTAR BELLO;5.00;0.00;SI;ND;BIOGAS;29/11/2020;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;TERMICA;AUTOGENERADOR;12/2/2026;BELLO;05088;ANTIOQUIA;4713602.916;2261362.308
11;1993;NQU1;NIQUIA;19.00;3.28;SI;ND;AGUA;27/6/1993;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;BELLO;05088;ANTIOQUIA;4713602.916;2261362.308
12;1997;BLL3;BELLO;0.35;1.00;SI;ND;AGUA;31/12/1996;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;GEN. DISTRIBUIDA;12/2/2026;BELLO;05088;ANTIOQUIA;4713602.916;2261362.308
13;2017;2SDR;ALEJANDRIA;17.00;1.06;SI;ND;AGUA;1/3/2017;GENERADORA ALEJANDRIA S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;ALEJANDRIA;05021;ANTIOQUIA;4768835.18;2261847.439
14;2004;VLT1;LA VUELTA;11.60;0.00;SI;ND;AGUA;21/11/2004;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;CAÑASGORDAS;05138;ANTIOQUIA;4665527.667;2312088.497
15;2004;HRD1;LA HERRADURA;19.80;0.00;SI;ND;AGUA;2/9/2004;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;CAÑASGORDAS;05138;ANTIOQUIA;4665527.667;2312088.497
16;1935;CRC1;CARACOLI;3.75;0.80;SI;ND;AGUA;31/12/1934;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;CARACOLÍ;05142;ANTIOQUIA;4808319.113;2258654.515
17;2017;2T7D;AUTOG CANTAYUS;4.32;1.43;NO;ND;AGUA;19/5/2017;GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.;OPERACIÓN;HIDRAULICA;AUTOGENERADOR;12/2/2026;CISNEROS;05190;ANTIOQUIA;4769811.409;2282249.532
18;2014;2QBW;EL POPAL;19.90;1.44;SI;ND;AGUA;30/3/2014;ISAGEN S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;COCORNÁ;05197;ANTIOQUIA;4760961.273;2222080.43
19;2017;2T4P;SAN MATIAS;19.90;1.02;SI;ND;AGUA;24/4/2017;ISAGEN S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;COCORNÁ;05197;ANTIOQUIA;4760961.273;2222080.43
20;2017;2T1L;EL MOLINO;19.90;1.02;SI;ND;AGUA;18/4/2017;ISAGEN S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;COCORNÁ;05197;ANTIOQUIA;4760961.273;2222080.43
21;2016;2SS2;MAGALLO;5.70;0.00;SI;ND;AGUA;21/12/2016;CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;CONCORDIA;05209;ANTIOQUIA;4679069.576;2228196.098
22;2022;3E9I;ZEUS;9.90;1.41;SI;ND;AGUA;18/5/2022;CENTRAL HIDROELÉCTRICA ZEUS SAS ESP;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;DONMATÍAS;05237;ANTIOQUIA;4732192.945;2276046.105
23;1956;RGRN;RIOGRANDE I;19.00;2.91;SI;ND;AGUA;31/12/1955;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;DONMATÍAS;05237;ANTIOQUIA;4732192.945;2276046.105
24;2007;RGR1;RIO GRANDE;0.30;0.00;SI;ND;AGUA;30/11/2007;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;GEN. DISTRIBUIDA;12/2/2026;DONMATÍAS;05237;ANTIOQUIA;4732192.945;2276046.105
25;2012;HMO1;HIDROMONTAÑITAS;19.90;3.70;SI;ND;AGUA;13/6/2012;CELSIA COLOMBIA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;DONMATÍAS;05237;ANTIOQUIA;4732192.945;2276046.105
26;1983;AYR1;AUTOG AYURA;16.70;2.44;NO;ND;AGUA;25/10/1983;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;AUTOGENERADOR;12/2/2026;ENVIGADO;05266;ANTIOQUIA;4718281.018;2238677.199
27;2020;2YNA;HIDROBARRANCAS;4.70;4.70;SI;ND;AGUA;25/11/2020;HIDROELECTRICA BARRANCAS SAS ESP;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;DABEIBA;05234;ANTIOQUIA;4633866.414;2331919.36
28;2024;3RKP;AUTOG ENKA 1;4.00;0.00;NO;ND;CARBON;14/12/2024;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;INACTIVO;TERMICA;AUTOGENERADOR;12/2/2026;GIRARDOTA;05308;ANTIOQUIA;4729308.571;2263593.776
29;1994;LTSJ;LA TASAJERA;306.00;7.81;NO;DC;AGUA;19/5/1994;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;GIRARDOTA;05308;ANTIOQUIA;4729308.571;2263593.776
30;2015;CLL1;CARLOS LLERAS;78.00;1.20;NO;DC;AGUA;21/11/2015;HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;FILO AGUA ESPECIAL;12/2/2026;GIRARDOTA;05308;ANTIOQUIA;4729308.571;2263593.776
31;1972;GTPE;GUATAPE;560.00;7.17;NO;DC;AGUA;31/12/1971;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;GUATAPÉ;05321;ANTIOQUIA;4761500.968;2247584.17
32;1966;GTRG;GUATRON;512.00;8.93;NO;DC;AGUA;31/12/1965;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;GÓMEZ PLATA;05310;ANTIOQUIA;4757705.801;2299936.204
33;2023;3IRZ;LA CASCADA DE GRANADA;2.09;1.80;SI;ND;AGUA;29/9/2023;SANTA FE ENERGY ZOMAC S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;GRANADA;05313;ANTIOQUIA;4764630.155;2235088.245
34;2013;CLTJ;COGENERADOR COLTEJER 1;9.40;0.00;NO;ND;CARBON;18/12/2013;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;INACTIVO;COGENERADOR;COGENERADOR;12/2/2026;ITAGÜÍ;05360;ANTIOQUIA;4710800.451;2241509.297
35;2022;PES1;ITUANGO;1,200.00;1.73;NO;DC;AGUA;30/11/2022;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;ITUANGO;05361;ANTIOQUIA;4704360.65;2369851.672
36;2022;3IRI;ITUANGO_P;600.00;1.77;NO;DC;AGUA;30/12/2022;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;INACTIVO;HIDRAULICA;NORMAL;12/2/2026;ITUANGO;05361;ANTIOQUIA;4704360.65;2369851.672
37;2008;AFR1;AGUA FRESCA;7.29;0.00;SI;ND;AGUA;9/4/2008;ENERGIA DEL RIO PIEDRAS S.A. E.S.P;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;JERICÓ;05368;ANTIOQUIA;4693890.838;2196296.945
38;2000;RPD1;RIO PIEDRAS;19.90;5.88;NO;ND;AGUA;30/3/2000;CELSIA COLOMBIA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;JERICÓ;05368;ANTIOQUIA;4693890.838;2196296.945
39;2023;3F5L;AUTOG CI JEANS;1.39;0.00;NO;ND;RAD SOLAR;24/8/2023;ERCO GENERACION S.A.S. ESP;PRUEBAS;SOLAR;AUTOGENERADOR;12/2/2026;LA ESTRELLA;05380;ANTIOQUIA;4706940.567;2236918.81
40;2018;2V5G;JUAN GARCIA;4.52;1.00;SI;ND;AGUA;11/9/2018;EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;LIBORINA;05411;ANTIOQUIA;4692442.095;2301864.295
41;2019;HMIN;ESCUELA DE MINAS;55.00;1.60;NO;DC;AGUA;29/9/2019;HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;FILO DE AGUA;12/2/2026;MARINILLA;05440;ANTIOQUIA;4745041.881;2242006.046
42;2019;2W4Y;AUTOG FAMILIA;1.00;1.00;NO;ND;GAS;22/3/2019;DEPI ENERGY S.A.S. E.S.P.;INACTIVO;TERMICA;AUTOGENERADOR;12/2/2026;MEDELLÍN;05001;ANTIOQUIA;4711193.609;2250169.715
43;2023;3HG9;COMUNIDAD EL SALVADOR II;0.00;0.00;SI;ND;RAD SOLAR;23/3/2023;ERCO GENERACION S.A.S. ESP;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;MEDELLÍN;05001;ANTIOQUIA;4711193.609;2250169.715
44;2023;3HG7;COMUNIDAD EL SALVADOR I;0.01;0.00;SI;ND;RAD SOLAR;23/3/2023;ERCO GENERACION S.A.S. ESP;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;MEDELLÍN;05001;ANTIOQUIA;4711193.609;2250169.715
45;1900;PBL1;PIEDRAS BLANCAS;5.00;0.00;SI;ND;AGUA;31/12/1899;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;INACTIVO;HIDRAULICA;NORMAL;12/2/2026;MEDELLÍN;05001;ANTIOQUIA;4711193.609;2250169.715
46;1997;NTB1;NUTIBARA;0.75;1.13;SI;ND;AGUA;31/12/1996;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;GEN. DISTRIBUIDA;12/2/2026;MEDELLÍN;05001;ANTIOQUIA;4711193.609;2250169.715
47;1997;AMR1;AMERICA;0.41;0.00;SI;ND;AGUA;31/12/1996;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;GEN. DISTRIBUIDA;12/2/2026;MEDELLÍN;05001;ANTIOQUIA;4711193.609;2250169.715
48;1992;MNT1;MANANTIALES;3.15;0.63;SI;ND;AGUA;31/12/1991;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;MEDELLÍN;05001;ANTIOQUIA;4711193.609;2250169.715
49;1997;CMP2;CAMPESTRE (EPM);0.87;0.88;SI;ND;AGUA;31/12/1996;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;GEN. DISTRIBUIDA;12/2/2026;MEDELLÍN;05001;ANTIOQUIA;4711193.609;2250169.715
50;1998;TSR1;TERMOSIERRA CC;352.00;7.23;NO;DC;ACPM;6/2/1998;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;TERMICA;CICLO COMBINADO;12/2/2026;PUERTO NARE;05585;ANTIOQUIA;4813718.46;2236659.401
51;2004;CMN1;AUTOG CEMENTOS DEL NARE;9.00;0.00;NO;ND;AGUA;31/8/2004;COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;AUTOGENERADOR;12/2/2026;PUERTO NARE;05585;ANTIOQUIA;4813718.46;2236659.401
52;2007;PMR1;REMEDIOS;0.75;0.00;SI;ND;AGUA;18/9/2007;COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;REMEDIOS;05604;ANTIOQUIA;4828085.423;2331566.615
53;2022;3ED1;AUTOG GRAN COLOMBIA GOLD;1.00;1.90;NO;ND;AGUA;30/5/2022;PROELECTRICA S.A.S E.S.P.;OPERACIÓN;HIDRAULICA;AUTOGENERADOR;12/2/2026;REMEDIOS;05604;ANTIOQUIA;4828085.423;2331566.615
54;2020;3AFQ;POCUNE;1.00;1.02;SI;ND;AGUA;30/12/2020;SPECTRUM RENOVAVEIS S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;GEN. DISTRIBUIDA;12/2/2026;REMEDIOS;05604;ANTIOQUIA;4828085.423;2331566.615
55;2026;5IT1;GD ALAMO SOLAR;0.99;0.00;SI;ND;RAD SOLAR;29/1/2026;ERCO GENERACION S.A.S. ESP;OPERACIÓN;SOLAR;GEN. DISTRIBUIDA;12/2/2026;RIONEGRO;05615;ANTIOQUIA;4733305.914;2238252.731
56;2023;3F5N;AUTOG PINTUCO;1.41;0.00;NO;ND;RAD SOLAR;24/8/2023;ERCO GENERACION S.A.S. ESP;PRUEBAS;SOLAR;AUTOGENERADOR;12/2/2026;RIONEGRO;05615;ANTIOQUIA;4733305.914;2238252.731
57;2007;SJM1;SAN JOSE DE LA MONTAÑA;0.40;0.00;SI;ND;AGUA;29/7/2007;EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;GEN. DISTRIBUIDA;12/2/2026;SAN JOSÉ DE LA MONTAÑA;05658;ANTIOQUIA;4704147.394;2312780.207
58;2018;2UR5;SAN JOSE DE LA MONTAÑA II;1.10;0.30;SI;ND;AGUA;5/10/2018;EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SAN JOSÉ DE LA MONTAÑA;05658;ANTIOQUIA;4704147.394;2312780.207
59;2012;BAR1;BARROSO;19.90;3.21;SI;ND;AGUA;29/11/2012;ISAGEN S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SALGAR;05642;ANTIOQUIA;4670020.715;2218623.143
60;2020;2ZCF;SAN ANDRES DE CUERQUIA;19.90;4.58;SI;ND;AGUA;10/6/2020;CELSIA COLOMBIA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SAN ANDRÉS DE CUERQUÍA;05647;ANTIOQUIA;4705588.334;2322872.084
61;2022;3CG9;LA CHORRERA;15.00;10.00;SI;ND;AGUA;30/5/2022;HIDROENERGIA DE LA MONTAÑA S.A.S E.S.P;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SAN ANDRÉS DE CUERQUÍA;05647;ANTIOQUIA;4705588.334;2322872.084
62;1984;SNCR;SAN CARLOS;1,240.00;5.39;NO;DC;AGUA;19/1/1984;ISAGEN S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SAN CARLOS;05649;ANTIOQUIA;4789051.016;2242792.187
63;1988;PLYS;PLAYAS;207.00;1.73;NO;DC;AGUA;31/7/1988;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SAN CARLOS;05649;ANTIOQUIA;4789051.016;2242792.187
64;2006;CLDR;CALDERAS;19.90;1.31;SI;ND;AGUA;29/6/2006;ISAGEN S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SAN CARLOS;05649;ANTIOQUIA;4789051.016;2242792.187
65;2015;SMI1;SAN MIGUEL;50.00;1.49;NO;DC;AGUA;22/12/2015;ISAGEN S.A. E.S.P.;OPERACIÓN;HIDRAULICA;FILO DE AGUA;12/2/2026;SAN LUIS;05660;ANTIOQUIA;4777977.328;2224043.354
66;1988;JAGS;JAGUAS;170.00;2.36;NO;DC;AGUA;30/6/1988;ISAGEN S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SAN RAFAEL;05667;ANTIOQUIA;4778988.761;2255749.2
67;2022;3DXJ;LAS VIOLETAS;0.95;0.56;SI;ND;AGUA;29/3/2022;P.CH EL COCUYO SAS ESP;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SAN ROQUE;05670;ANTIOQUIA;4784955.998;2272905.826
68;2007;LCS1;LA CASCADA (ANTIOQUIA);2.30;0.00;SI;ND;AGUA;16/7/2007;VATIA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SAN ROQUE;05670;ANTIOQUIA;4784955.998;2272905.826
69;2014;2QRL;LA REBUSCA;0.70;1.09;SI;ND;AGUA;23/7/2014;HZ ENERGY S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;GEN. DISTRIBUIDA;12/2/2026;SAN ROQUE;05670;ANTIOQUIA;4784955.998;2272905.826
70;1947;RBJ1;RIO ABAJO;0.90;0.00;SI;ND;AGUA;31/12/1946;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;INACTIVO;HIDRAULICA;NORMAL;12/2/2026;SAN VICENTE FERRER;05674;ANTIOQUIA;4742610.462;2255860.784
71;2017;2S6U;AUTOG ARGOS EL CAIRO;6.50;0.00;NO;ND;AGUA;28/9/2017;COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;AUTOGENERADOR;12/2/2026;SANTA BÁRBARA;05679;ANTIOQUIA;4714064.038;2208276.834
72;2010;GQA1;GUANAQUITAS;9.50;1.50;SI;ND;AGUA;29/6/2010;ISAGEN S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SANTA ROSA DE OSOS;05686;ANTIOQUIA;4730551.785;2296334.823
73;2010;GCA1;CARUQUIA;9.50;1.53;SI;ND;AGUA;27/1/2010;ISAGEN S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SANTA ROSA DE OSOS;05686;ANTIOQUIA;4730551.785;2296334.823
74;2017;2U1G;LAS PALMAS;2.80;0.15;SI;ND;AGUA;29/8/2017;VATIA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SANTA ROSA DE OSOS;05686;ANTIOQUIA;4730551.785;2296334.823
75;2011;STG1;SANTIAGO;2.80;2.80;SI;ND;AGUA;7/1/2011;HIDROTOLIMA S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SANTO DOMINGO;05690;ANTIOQUIA;4763137.139;2274644.832
76;2018;2UX3;AURES BAJO;19.40;0.98;SI;ND;AGUA;11/12/2018;AURES BAJO S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SONSÓN;05756;ANTIOQUIA;4796742.133;2202136.998
77;2002;SNS1;SONSON;18.50;0.00;SI;ND;AGUA;31/5/2002;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;SONSÓN;05756;ANTIOQUIA;4796742.133;2202136.998
78;1951;TMS1;RIOFRIO (TAMESIS);1.00;0.00;SI;ND;AGUA;31/12/1950;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;GEN. DISTRIBUIDA;12/2/2026;TÁMESIS;05789;ANTIOQUIA;4699943.828;2185641.105
79;2021;3H2U;TZ II;10.50;0.70;SI;ND;AGUA;30/12/2021;CENTRAL HIDROELÉCTRICA TZ II S.A.S. E.S.P.;PRUEBAS;HIDRAULICA;NORMAL;12/2/2026;TARAZÁ;05790;ANTIOQUIA;4735026.82;2386236.206
80;2019;2WC5;MULATOS II;7.34;1.41;SI;ND;AGUA;25/8/2019;ENERGIA DEL SUROESTE S.A. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;TARSO;05792;ANTIOQUIA;4686875.171;2207532.814
81;1999;PJR1;PAJARITO;13.20;1.87;SI;ND;AGUA;24/11/1999;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;YARUMAL;05887;ANTIOQUIA;4726126.824;2324817.717
82;2025;5IMB;AGPE CEDILLANOS;0.94;0.00;SI;ND;RAD SOLAR;24/12/2025;UNERGY ENERGY DIGITAL S.A.S E.S.P;OPERACIÓN;SOLAR;AUTOG PEQ. ESCALA;12/2/2026;YARUMAL;05887;ANTIOQUIA;4726126.824;2324817.717
83;2007;PLU1;URRAO;1.03;0.00;SI;ND;AGUA;29/7/2007;SANTA FE ENERGY ZOMAC S.A.S. E.S.P.;OPERACIÓN;HIDRAULICA;NORMAL;12/2/2026;URRAO;05847;ANTIOQUIA;4639498.765;2259176.632
84;2019;2WFN;TERMOCAPACHOS 1;9.90;0.00;SI;ND;GAS;3/8/2019;GENERSA S.A.S. E.S.P.;OPERACIÓN;TERMICA;NORMAL;12/2/2026;TAME;81794;ARAUCA;5133572.08;2264317.847
85;2024;3KLQ;AUTOG TERMOMACAGUA 1;4.90;0.00;NO;ND;GAS;28/6/2024;GENERSA S.A.S. E.S.P.;OPERACIÓN;TERMICA;AUTOGENERADOR;12/2/2026;TAME;81794;ARAUCA;5133572.08;2264317.847
86;2024;3NNZ;AUTOG TERMOCOROCITO 1;4.90;0.00;NO;ND;GAS;28/10/2024;GENERSA S.A.S. E.S.P.;OPERACIÓN;TERMICA;AUTOGENERADOR;12/2/2026;TAME;81794;ARAUCA;5133572.08;2264317.847
87;2021;3C4V;AUTOG TERMOTAME;5.00;0.00;SI;ND;GAS;1/9/2021;GENERSA S.A.S. E.S.P.;OPERACIÓN;TERMICA;AUTOGENERADOR;12/2/2026;TAME;81794;ARAUCA;5133572.08;2264317.847
88;2025;5E69;TERMOSARAVENA 1;4.90;10.77;SI;ND;GAS;30/10/2025;GENERSA S.A.S. E.S.P.;PRUEBAS;TERMICA;AUTOGENERADOR;12/2/2026;SARAVENA;81736;ARAUCA;5126922.368;2321358.908
89;2025;4XP3;AUTOG TERMOARAUCA 1;4.90;10.77;NO;ND;GAS;26/8/2025;GENERSA S.A.S. E.S.P.;OPERACIÓN;TERMICA;AUTOGENERADOR;12/2/2026;SARAVENA;81736;ARAUCA;5126922.368;2321358.908
90;2025;5F43;ALMA II;9.80;0.00;SI;ND;RAD SOLAR;22/12/2025;DEPI ENERGY S.A.S. E.S.P.;OPERACIÓN;SOLAR;NORMAL;12/2/2026;ARAUCA;81001;ARAUCA;5275233.156;2309689.883
91;2025;4T6E;AUTOG CORPACERO 1;2.10;9.20;NO;ND;GAS;18/3/2025;PROELECTRICA S.A.S E.S.P.;OPERACIÓN;TERMICA;AUTOGENERADOR;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
92;2010;TFL4;FLORES 4 CC;445.00;7.01;NO;DC;GAS;30/11/2010;ENFRAGEN TERMOFLORES S.A.S. E.S.P.;OPERACIÓN;TERMICA;CICLO COMBINADO;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
93;1993;TFL1;FLORES I CC;160.00;7.27;NO;DC;GAS;31/10/1993;ENFRAGEN TERMOFLORES S.A.S. E.S.P.;OPERACIÓN;TERMICA;CICLO COMBINADO;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
94;1972;ERO6;EL RIO 6;10.00;0.00;NO;DC;GAS;31/12/1971;ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
95;1972;ERO5;EL RIO 5;4.00;0.00;NO;DC;GAS;31/12/1971;ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
96;1972;ERO4;EL RIO 4;4.50;0.00;NO;DC;GAS;31/12/1971;ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
97;1972;ERO3;EL RIO 3;4.50;0.00;NO;DC;GAS;31/12/1971;ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
98;1972;ERO2;EL RIO 2;4.00;0.00;NO;DC;GAS;31/12/1971;ELECTRIFICADORA DEL ATLANTICO S.A. E.S.P.;INACTIVO;TERMICA;NORMAL;12/2/2026;BARRANQUILLA;08001;ATLÁNTICO;4800365.924;2772107.077
